Sheet,Cell,Formula,Evaluated Value
RevCoreCount,B47,"=IF(C47=""NotFound"",D47,C47)",CORE
RevCoreCount,C47,"=IF(H47>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J47:GG47,1),J47:GG47,$J$4:$GG$4,""""))",CORE
RevCoreCount,D47,"=IF(F47>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI47:NF47,1),GI47:NF47,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E47,=OI47,
RevCoreCount,F47,"=COUNTIF(GI47:NF47,G47)",0
RevCoreCount,G47,=MAX(GI47:NF47),0
RevCoreCount,H47,"=COUNTIF(J47:GG47,I47)",0
RevCoreCount,I47,=MAX(J47:GG47),0
RevCoreCount,OI47,"=_xlfn.TEXTJOIN("" : "",,NL47,NT47,OG47)",
RevCoreCount,B48,"=IF(C48=""NotFound"",D48,C48)",CORE
RevCoreCount,C48,"=IF(H48>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J48:GG48,1),J48:GG48,$J$4:$GG$4,""""))",CORE
RevCoreCount,D48,"=IF(F48>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI48:NF48,1),GI48:NF48,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E48,=OI48,
RevCoreCount,F48,"=COUNTIF(GI48:NF48,G48)",0
RevCoreCount,G48,=MAX(GI48:NF48),0
RevCoreCount,H48,"=COUNTIF(J48:GG48,I48)",0
RevCoreCount,I48,=MAX(J48:GG48),0
RevCoreCount,OI48,"=_xlfn.TEXTJOIN("" : "",,NL48,NT48,OG48)",
RevCoreCount,B49,"=IF(C49=""NotFound"",D49,C49)",CORE
RevCoreCount,C49,"=IF(H49>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J49:GG49,1),J49:GG49,$J$4:$GG$4,""""))",CORE
RevCoreCount,D49,"=IF(F49>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI49:NF49,1),GI49:NF49,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E49,=OI49,
RevCoreCount,F49,"=COUNTIF(GI49:NF49,G49)",0
RevCoreCount,G49,=MAX(GI49:NF49),0
RevCoreCount,H49,"=COUNTIF(J49:GG49,I49)",0
RevCoreCount,I49,=MAX(J49:GG49),0
RevCoreCount,OI49,"=_xlfn.TEXTJOIN("" : "",,NL49,NT49,OG49)",
RevCoreCount,B50,"=IF(C50=""NotFound"",D50,C50)",CORE
RevCoreCount,C50,"=IF(H50>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J50:GG50,1),J50:GG50,$J$4:$GG$4,""""))",CORE
RevCoreCount,D50,"=IF(F50>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI50:NF50,1),GI50:NF50,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E50,=OI50,
RevCoreCount,F50,"=COUNTIF(GI50:NF50,G50)",0
RevCoreCount,G50,=MAX(GI50:NF50),0
RevCoreCount,H50,"=COUNTIF(J50:GG50,I50)",0
RevCoreCount,I50,=MAX(J50:GG50),0
RevCoreCount,OI50,"=_xlfn.TEXTJOIN("" : "",,NL50,NT50,OG50)",
RevCoreCount,B51,"=IF(C51=""NotFound"",D51,C51)",CORE
RevCoreCount,C51,"=IF(H51>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J51:GG51,1),J51:GG51,$J$4:$GG$4,""""))",CORE
RevCoreCount,D51,"=IF(F51>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI51:NF51,1),GI51:NF51,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E51,=OI51,
RevCoreCount,F51,"=COUNTIF(GI51:NF51,G51)",0
RevCoreCount,G51,=MAX(GI51:NF51),0
RevCoreCount,H51,"=COUNTIF(J51:GG51,I51)",0
RevCoreCount,I51,=MAX(J51:GG51),0
RevCoreCount,OI51,"=_xlfn.TEXTJOIN("" : "",,NL51,NT51,OG51)",
RevCoreCount,B52,"=IF(C52=""NotFound"",D52,C52)",CORE
RevCoreCount,C52,"=IF(H52>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J52:GG52,1),J52:GG52,$J$4:$GG$4,""""))",CORE
RevCoreCount,D52,"=IF(F52>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI52:NF52,1),GI52:NF52,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E52,=OI52,
RevCoreCount,F52,"=COUNTIF(GI52:NF52,G52)",0
RevCoreCount,G52,=MAX(GI52:NF52),0
RevCoreCount,H52,"=COUNTIF(J52:GG52,I52)",0
RevCoreCount,I52,=MAX(J52:GG52),0
RevCoreCount,OI52,"=_xlfn.TEXTJOIN("" : "",,NL52,NT52,OG52)",
RevCoreCount,B53,"=IF(C53=""NotFound"",D53,C53)",CORE
RevCoreCount,C53,"=IF(H53>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J53:GG53,1),J53:GG53,$J$4:$GG$4,""""))",CORE
RevCoreCount,D53,"=IF(F53>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI53:NF53,1),GI53:NF53,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E53,=OI53,
RevCoreCount,F53,"=COUNTIF(GI53:NF53,G53)",0
RevCoreCount,G53,=MAX(GI53:NF53),0
RevCoreCount,H53,"=COUNTIF(J53:GG53,I53)",0
RevCoreCount,I53,=MAX(J53:GG53),0
RevCoreCount,OI53,"=_xlfn.TEXTJOIN("" : "",,NL53,NT53,OG53)",
RevCoreCount,B54,"=IF(C54=""NotFound"",D54,C54)",CORE
RevCoreCount,C54,"=IF(H54>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J54:GG54,1),J54:GG54,$J$4:$GG$4,""""))",CORE
RevCoreCount,D54,"=IF(F54>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI54:NF54,1),GI54:NF54,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E54,=OI54,
RevCoreCount,F54,"=COUNTIF(GI54:NF54,G54)",0
RevCoreCount,G54,=MAX(GI54:NF54),0
RevCoreCount,H54,"=COUNTIF(J54:GG54,I54)",0
RevCoreCount,I54,=MAX(J54:GG54),0
RevCoreCount,OI54,"=_xlfn.TEXTJOIN("" : "",,NL54,NT54,OG54)",
RevCoreCount,B55,"=IF(C55=""NotFound"",D55,C55)",CORE
RevCoreCount,C55,"=IF(H55>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J55:GG55,1),J55:GG55,$J$4:$GG$4,""""))",CORE
RevCoreCount,D55,"=IF(F55>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI55:NF55,1),GI55:NF55,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E55,=OI55,
RevCoreCount,F55,"=COUNTIF(GI55:NF55,G55)",0
RevCoreCount,G55,=MAX(GI55:NF55),0
RevCoreCount,H55,"=COUNTIF(J55:GG55,I55)",0
RevCoreCount,I55,=MAX(J55:GG55),0
RevCoreCount,OI55,"=_xlfn.TEXTJOIN("" : "",,NL55,NT55,OG55)",
RevCoreCount,B56,"=IF(C56=""NotFound"",D56,C56)",CORE
RevCoreCount,C56,"=IF(H56>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J56:GG56,1),J56:GG56,$J$4:$GG$4,""""))",CORE
RevCoreCount,D56,"=IF(F56>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI56:NF56,1),GI56:NF56,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E56,=OI56,
RevCoreCount,F56,"=COUNTIF(GI56:NF56,G56)",0
RevCoreCount,G56,=MAX(GI56:NF56),0
RevCoreCount,H56,"=COUNTIF(J56:GG56,I56)",0
RevCoreCount,I56,=MAX(J56:GG56),0
RevCoreCount,OI56,"=_xlfn.TEXTJOIN("" : "",,NL56,NT56,OG56)",
RevCoreCount,B57,"=IF(C57=""NotFound"",D57,C57)",CORE
RevCoreCount,C57,"=IF(H57>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J57:GG57,1),J57:GG57,$J$4:$GG$4,""""))",CORE
RevCoreCount,D57,"=IF(F57>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI57:NF57,1),GI57:NF57,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E57,=OI57,
RevCoreCount,F57,"=COUNTIF(GI57:NF57,G57)",0
RevCoreCount,G57,=MAX(GI57:NF57),0
RevCoreCount,H57,"=COUNTIF(J57:GG57,I57)",0
RevCoreCount,I57,=MAX(J57:GG57),0
RevCoreCount,OI57,"=_xlfn.TEXTJOIN("" : "",,NL57,NT57,OG57)",
RevCoreCount,B58,"=IF(C58=""NotFound"",D58,C58)",CORE
RevCoreCount,C58,"=IF(H58>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J58:GG58,1),J58:GG58,$J$4:$GG$4,""""))",CORE
RevCoreCount,D58,"=IF(F58>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI58:NF58,1),GI58:NF58,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E58,=OI58,
RevCoreCount,F58,"=COUNTIF(GI58:NF58,G58)",0
RevCoreCount,G58,=MAX(GI58:NF58),0
RevCoreCount,H58,"=COUNTIF(J58:GG58,I58)",0
RevCoreCount,I58,=MAX(J58:GG58),0
RevCoreCount,OI58,"=_xlfn.TEXTJOIN("" : "",,NL58,NT58,OG58)",
RevCoreCount,B59,"=IF(C59=""NotFound"",D59,C59)",CORE
RevCoreCount,C59,"=IF(H59>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J59:GG59,1),J59:GG59,$J$4:$GG$4,""""))",CORE
RevCoreCount,D59,"=IF(F59>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI59:NF59,1),GI59:NF59,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E59,=OI59,
RevCoreCount,F59,"=COUNTIF(GI59:NF59,G59)",0
RevCoreCount,G59,=MAX(GI59:NF59),0
RevCoreCount,H59,"=COUNTIF(J59:GG59,I59)",0
RevCoreCount,I59,=MAX(J59:GG59),0
RevCoreCount,OI59,"=_xlfn.TEXTJOIN("" : "",,NL59,NT59,OG59)",
RevCoreCount,B60,"=IF(C60=""NotFound"",D60,C60)",CORE
RevCoreCount,C60,"=IF(H60>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J60:GG60,1),J60:GG60,$J$4:$GG$4,""""))",CORE
RevCoreCount,D60,"=IF(F60>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI60:NF60,1),GI60:NF60,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E60,=OI60,
RevCoreCount,F60,"=COUNTIF(GI60:NF60,G60)",0
RevCoreCount,G60,=MAX(GI60:NF60),0
RevCoreCount,H60,"=COUNTIF(J60:GG60,I60)",0
RevCoreCount,I60,=MAX(J60:GG60),0
RevCoreCount,OI60,"=_xlfn.TEXTJOIN("" : "",,NL60,NT60,OG60)",
RevCoreCount,B61,"=IF(C61=""NotFound"",D61,C61)",CORE
RevCoreCount,C61,"=IF(H61>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J61:GG61,1),J61:GG61,$J$4:$GG$4,""""))",CORE
RevCoreCount,D61,"=IF(F61>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI61:NF61,1),GI61:NF61,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E61,=OI61,
RevCoreCount,F61,"=COUNTIF(GI61:NF61,G61)",0
RevCoreCount,G61,=MAX(GI61:NF61),0
RevCoreCount,H61,"=COUNTIF(J61:GG61,I61)",0
RevCoreCount,I61,=MAX(J61:GG61),0
RevCoreCount,OI61,"=_xlfn.TEXTJOIN("" : "",,NL61,NT61,OG61)",
RevCoreCount,B62,"=IF(C62=""NotFound"",D62,C62)",CORE
RevCoreCount,C62,"=IF(H62>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J62:GG62,1),J62:GG62,$J$4:$GG$4,""""))",CORE
RevCoreCount,D62,"=IF(F62>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI62:NF62,1),GI62:NF62,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E62,=OI62,
RevCoreCount,F62,"=COUNTIF(GI62:NF62,G62)",0
RevCoreCount,G62,=MAX(GI62:NF62),0
RevCoreCount,H62,"=COUNTIF(J62:GG62,I62)",0
RevCoreCount,I62,=MAX(J62:GG62),0
RevCoreCount,OI62,"=_xlfn.TEXTJOIN("" : "",,NL62,NT62,OG62)",
RevCoreCount,B63,"=IF(C63=""NotFound"",D63,C63)",CORE
RevCoreCount,C63,"=IF(H63>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J63:GG63,1),J63:GG63,$J$4:$GG$4,""""))",CORE
RevCoreCount,D63,"=IF(F63>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI63:NF63,1),GI63:NF63,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E63,=OI63,
RevCoreCount,F63,"=COUNTIF(GI63:NF63,G63)",0
RevCoreCount,G63,=MAX(GI63:NF63),0
RevCoreCount,H63,"=COUNTIF(J63:GG63,I63)",0
RevCoreCount,I63,=MAX(J63:GG63),0
RevCoreCount,OI63,"=_xlfn.TEXTJOIN("" : "",,NL63,NT63,OG63)",
RevCoreCount,B64,"=IF(C64=""NotFound"",D64,C64)",CORE
RevCoreCount,C64,"=IF(H64>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J64:GG64,1),J64:GG64,$J$4:$GG$4,""""))",CORE
RevCoreCount,D64,"=IF(F64>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI64:NF64,1),GI64:NF64,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E64,=OI64,
RevCoreCount,F64,"=COUNTIF(GI64:NF64,G64)",0
RevCoreCount,G64,=MAX(GI64:NF64),0
RevCoreCount,H64,"=COUNTIF(J64:GG64,I64)",0
RevCoreCount,I64,=MAX(J64:GG64),0
RevCoreCount,OI64,"=_xlfn.TEXTJOIN("" : "",,NL64,NT64,OG64)",
RevCoreCount,B65,"=IF(C65=""NotFound"",D65,C65)",CORE
RevCoreCount,C65,"=IF(H65>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J65:GG65,1),J65:GG65,$J$4:$GG$4,""""))",CORE
RevCoreCount,D65,"=IF(F65>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI65:NF65,1),GI65:NF65,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E65,=OI65,
RevCoreCount,F65,"=COUNTIF(GI65:NF65,G65)",0
RevCoreCount,G65,=MAX(GI65:NF65),0
RevCoreCount,H65,"=COUNTIF(J65:GG65,I65)",0
RevCoreCount,I65,=MAX(J65:GG65),0
RevCoreCount,OI65,"=_xlfn.TEXTJOIN("" : "",,NL65,NT65,OG65)",
RevCoreCount,B66,"=IF(C66=""NotFound"",D66,C66)",CORE
RevCoreCount,C66,"=IF(H66>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J66:GG66,1),J66:GG66,$J$4:$GG$4,""""))",CORE
RevCoreCount,D66,"=IF(F66>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI66:NF66,1),GI66:NF66,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E66,=OI66,
RevCoreCount,F66,"=COUNTIF(GI66:NF66,G66)",0
RevCoreCount,G66,=MAX(GI66:NF66),0
RevCoreCount,H66,"=COUNTIF(J66:GG66,I66)",0
RevCoreCount,I66,=MAX(J66:GG66),0
RevCoreCount,OI66,"=_xlfn.TEXTJOIN("" : "",,NL66,NT66,OG66)",
RevCoreCount,B67,"=IF(C67=""NotFound"",D67,C67)",CORE
RevCoreCount,C67,"=IF(H67>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J67:GG67,1),J67:GG67,$J$4:$GG$4,""""))",CORE
RevCoreCount,D67,"=IF(F67>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI67:NF67,1),GI67:NF67,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E67,=OI67,
RevCoreCount,F67,"=COUNTIF(GI67:NF67,G67)",0
RevCoreCount,G67,=MAX(GI67:NF67),0
RevCoreCount,H67,"=COUNTIF(J67:GG67,I67)",0
RevCoreCount,I67,=MAX(J67:GG67),0
RevCoreCount,OI67,"=_xlfn.TEXTJOIN("" : "",,NL67,NT67,OG67)",
RevCoreCount,B68,"=IF(C68=""NotFound"",D68,C68)",CORE
RevCoreCount,C68,"=IF(H68>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J68:GG68,1),J68:GG68,$J$4:$GG$4,""""))",CORE
RevCoreCount,D68,"=IF(F68>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI68:NF68,1),GI68:NF68,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E68,=OI68,
RevCoreCount,F68,"=COUNTIF(GI68:NF68,G68)",0
RevCoreCount,G68,=MAX(GI68:NF68),0
RevCoreCount,H68,"=COUNTIF(J68:GG68,I68)",0
RevCoreCount,I68,=MAX(J68:GG68),0
RevCoreCount,OI68,"=_xlfn.TEXTJOIN("" : "",,NL68,NT68,OG68)",
RevCoreCount,B69,"=IF(C69=""NotFound"",D69,C69)",CORE
RevCoreCount,C69,"=IF(H69>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J69:GG69,1),J69:GG69,$J$4:$GG$4,""""))",CORE
RevCoreCount,D69,"=IF(F69>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI69:NF69,1),GI69:NF69,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E69,=OI69,
RevCoreCount,F69,"=COUNTIF(GI69:NF69,G69)",0
RevCoreCount,G69,=MAX(GI69:NF69),0
RevCoreCount,H69,"=COUNTIF(J69:GG69,I69)",0
RevCoreCount,I69,=MAX(J69:GG69),0
RevCoreCount,OI69,"=_xlfn.TEXTJOIN("" : "",,NL69,NT69,OG69)",
RevCoreCount,B70,"=IF(C70=""NotFound"",D70,C70)",CORE
RevCoreCount,C70,"=IF(H70>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J70:GG70,1),J70:GG70,$J$4:$GG$4,""""))",CORE
RevCoreCount,D70,"=IF(F70>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI70:NF70,1),GI70:NF70,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E70,=OI70,
RevCoreCount,F70,"=COUNTIF(GI70:NF70,G70)",0
RevCoreCount,G70,=MAX(GI70:NF70),0
RevCoreCount,H70,"=COUNTIF(J70:GG70,I70)",0
RevCoreCount,I70,=MAX(J70:GG70),0
RevCoreCount,OI70,"=_xlfn.TEXTJOIN("" : "",,NL70,NT70,OG70)",
RevCoreCount,B71,"=IF(C71=""NotFound"",D71,C71)",CORE
RevCoreCount,C71,"=IF(H71>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J71:GG71,1),J71:GG71,$J$4:$GG$4,""""))",CORE
RevCoreCount,D71,"=IF(F71>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI71:NF71,1),GI71:NF71,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E71,=OI71,
RevCoreCount,F71,"=COUNTIF(GI71:NF71,G71)",0
RevCoreCount,G71,=MAX(GI71:NF71),0
RevCoreCount,H71,"=COUNTIF(J71:GG71,I71)",0
RevCoreCount,I71,=MAX(J71:GG71),0
RevCoreCount,OI71,"=_xlfn.TEXTJOIN("" : "",,NL71,NT71,OG71)",
RevCoreCount,B72,"=IF(C72=""NotFound"",D72,C72)",CORE
RevCoreCount,C72,"=IF(H72>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J72:GG72,1),J72:GG72,$J$4:$GG$4,""""))",CORE
RevCoreCount,D72,"=IF(F72>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI72:NF72,1),GI72:NF72,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E72,=OI72,
RevCoreCount,F72,"=COUNTIF(GI72:NF72,G72)",0
RevCoreCount,G72,=MAX(GI72:NF72),0
RevCoreCount,H72,"=COUNTIF(J72:GG72,I72)",0
RevCoreCount,I72,=MAX(J72:GG72),0
RevCoreCount,OI72,"=_xlfn.TEXTJOIN("" : "",,NL72,NT72,OG72)",
RevCoreCount,B73,"=IF(C73=""NotFound"",D73,C73)",CORE
RevCoreCount,C73,"=IF(H73>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J73:GG73,1),J73:GG73,$J$4:$GG$4,""""))",CORE
RevCoreCount,D73,"=IF(F73>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI73:NF73,1),GI73:NF73,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E73,=OI73,
RevCoreCount,F73,"=COUNTIF(GI73:NF73,G73)",0
RevCoreCount,G73,=MAX(GI73:NF73),0
RevCoreCount,H73,"=COUNTIF(J73:GG73,I73)",0
RevCoreCount,I73,=MAX(J73:GG73),0
RevCoreCount,OI73,"=_xlfn.TEXTJOIN("" : "",,NL73,NT73,OG73)",
RevCoreCount,B74,"=IF(C74=""NotFound"",D74,C74)",CORE
RevCoreCount,C74,"=IF(H74>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J74:GG74,1),J74:GG74,$J$4:$GG$4,""""))",CORE
RevCoreCount,D74,"=IF(F74>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI74:NF74,1),GI74:NF74,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E74,=OI74,
RevCoreCount,F74,"=COUNTIF(GI74:NF74,G74)",0
RevCoreCount,G74,=MAX(GI74:NF74),0
RevCoreCount,H74,"=COUNTIF(J74:GG74,I74)",0
RevCoreCount,I74,=MAX(J74:GG74),0
RevCoreCount,OI74,"=_xlfn.TEXTJOIN("" : "",,NL74,NT74,OG74)",
RevCoreCount,B75,"=IF(C75=""NotFound"",D75,C75)",CORE
RevCoreCount,C75,"=IF(H75>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J75:GG75,1),J75:GG75,$J$4:$GG$4,""""))",CORE
RevCoreCount,D75,"=IF(F75>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI75:NF75,1),GI75:NF75,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E75,=OI75,
RevCoreCount,F75,"=COUNTIF(GI75:NF75,G75)",0
RevCoreCount,G75,=MAX(GI75:NF75),0
RevCoreCount,H75,"=COUNTIF(J75:GG75,I75)",0
RevCoreCount,I75,=MAX(J75:GG75),0
RevCoreCount,OI75,"=_xlfn.TEXTJOIN("" : "",,NL75,NT75,OG75)",
RevCoreCount,B76,"=IF(C76=""NotFound"",D76,C76)",CORE
RevCoreCount,C76,"=IF(H76>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J76:GG76,1),J76:GG76,$J$4:$GG$4,""""))",CORE
RevCoreCount,D76,"=IF(F76>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI76:NF76,1),GI76:NF76,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E76,=OI76,
RevCoreCount,F76,"=COUNTIF(GI76:NF76,G76)",0
RevCoreCount,G76,=MAX(GI76:NF76),0
RevCoreCount,H76,"=COUNTIF(J76:GG76,I76)",0
RevCoreCount,I76,=MAX(J76:GG76),0
RevCoreCount,OI76,"=_xlfn.TEXTJOIN("" : "",,NL76,NT76,OG76)",
RevCoreCount,B77,"=IF(C77=""NotFound"",D77,C77)",CORE
RevCoreCount,C77,"=IF(H77>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J77:GG77,1),J77:GG77,$J$4:$GG$4,""""))",CORE
RevCoreCount,D77,"=IF(F77>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI77:NF77,1),GI77:NF77,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E77,=OI77,
RevCoreCount,F77,"=COUNTIF(GI77:NF77,G77)",0
RevCoreCount,G77,=MAX(GI77:NF77),0
RevCoreCount,H77,"=COUNTIF(J77:GG77,I77)",0
RevCoreCount,I77,=MAX(J77:GG77),0
RevCoreCount,OI77,"=_xlfn.TEXTJOIN("" : "",,NL77,NT77,OG77)",
RevCoreCount,B78,"=IF(C78=""NotFound"",D78,C78)",CORE
RevCoreCount,C78,"=IF(H78>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J78:GG78,1),J78:GG78,$J$4:$GG$4,""""))",CORE
RevCoreCount,D78,"=IF(F78>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI78:NF78,1),GI78:NF78,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E78,=OI78,
RevCoreCount,F78,"=COUNTIF(GI78:NF78,G78)",0
RevCoreCount,G78,=MAX(GI78:NF78),0
RevCoreCount,H78,"=COUNTIF(J78:GG78,I78)",0
RevCoreCount,I78,=MAX(J78:GG78),0
RevCoreCount,OI78,"=_xlfn.TEXTJOIN("" : "",,NL78,NT78,OG78)",
RevCoreCount,B79,"=IF(C79=""NotFound"",D79,C79)",CORE
RevCoreCount,C79,"=IF(H79>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J79:GG79,1),J79:GG79,$J$4:$GG$4,""""))",CORE
RevCoreCount,D79,"=IF(F79>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI79:NF79,1),GI79:NF79,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E79,=OI79,
RevCoreCount,F79,"=COUNTIF(GI79:NF79,G79)",0
RevCoreCount,G79,=MAX(GI79:NF79),0
RevCoreCount,H79,"=COUNTIF(J79:GG79,I79)",0
RevCoreCount,I79,=MAX(J79:GG79),0
RevCoreCount,OI79,"=_xlfn.TEXTJOIN("" : "",,NL79,NT79,OG79)",
RevCoreCount,B80,"=IF(C80=""NotFound"",D80,C80)",CORE
RevCoreCount,C80,"=IF(H80>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J80:GG80,1),J80:GG80,$J$4:$GG$4,""""))",CORE
RevCoreCount,D80,"=IF(F80>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI80:NF80,1),GI80:NF80,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E80,=OI80,
RevCoreCount,F80,"=COUNTIF(GI80:NF80,G80)",0
RevCoreCount,G80,=MAX(GI80:NF80),0
RevCoreCount,H80,"=COUNTIF(J80:GG80,I80)",0
RevCoreCount,I80,=MAX(J80:GG80),0
RevCoreCount,OI80,"=_xlfn.TEXTJOIN("" : "",,NL80,NT80,OG80)",
RevCoreCount,B81,"=IF(C81=""NotFound"",D81,C81)",CORE
RevCoreCount,C81,"=IF(H81>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(J81:GG81,1),J81:GG81,$J$4:$GG$4,""""))",CORE
RevCoreCount,D81,"=IF(F81>1,""NotFound"",""CORE""&_xlfn.XLOOKUP(MAX(GI81:NF81,1),GI81:NF81,$GI$4:$NF$4,""""))",CORE
RevCoreCount,E81,=OI81,
RevCoreCount,F81,"=COUNTIF(GI81:NF81,G81)",0
RevCoreCount,G81,=MAX(GI81:NF81),0
RevCoreCount,H81,"=COUNTIF(J81:GG81,I81)",0
RevCoreCount,I81,=MAX(J81:GG81),0
RevCoreCount,OI81,"=_xlfn.TEXTJOIN("" : "",,NL81,NT81,OG81)",
RevCoreCount,B82,"=IF(C82=""NotFound"",D82,C82)",CORE
